,date,High,Low,Open,Close,Volume,Marketcap
37,2016-02-07,380.8710022,374.9030151,376.5140076,376.6199951,37076300,5718023735
38,2016-02-08,379.8789978,373.3340149,376.7569885,373.446991,47671100,5671240831
39,2016-02-09,377.2460022,372.8980103,373.4230042,376.0289917,55318500,5712106127
40,2016-02-10,385.4830017,375.7829895,376.1459961,381.6489868,85130896,5799042060
41,2016-02-11,383.1300049,376.3989868,382.1140137,379.6539917,74375600,5770550973
42,2016-02-12,384.95401,379.6000061,379.6860046,384.2630005,67042800,5842238586
43,2016-02-13,391.8599854,384.6409912,384.6409912,391.8599854,61911700,5959279526
44,2016-02-14,407.230011,392.9320068,392.9320068,407.230011,74469800,6194711495
45,2016-02-15,410.381012,397.7489929,407.5679932,400.1849976,74070496,6089064891
46,2016-02-16,408.9450073,401.4320068,401.4320068,407.4880066,73093104,6201590434
47,2016-02-17,421.1669922,406.7839966,407.6560059,416.321991,83193600,6337628174
48,2016-02-18,425.9960022,415.6380005,416.571991,422.3729858,76752600,6431547586
49,2016-02-19,423.1040039,417.6040039,422.730011,420.7850037,55711300,6408881658
50,2016-02-20,441.9840088,421.6010132,421.6010132,437.1640015,93992096,6659985887
51,2016-02-21,448.04599,429.0769958,437.7730103,438.7980042,89820704,6686294225
52,2016-02-22,439.0450134,432.9169922,438.9890137,437.7479858,85385200,6671673493
53,2016-02-23,439.8580017,417.8210144,438.2550049,420.7359924,85244896,6413836323
54,2016-02-24,425.5499878,413.9070129,420.9559937,424.9549866,67743696,6479395124
55,2016-02-25,427.7189941,420.4150085,425.0369873,424.5440063,70798000,6474784226
56,2016-02-26,432.1520081,421.6199951,424.6289978,432.1520081,61486000,6592327507
57,2016-02-27,434.2309875,428.1029968,432.8389893,432.5190125,41893600,6599515471
58,2016-02-28,435.6830139,423.8200073,432.5710144,433.5039978,53033400,6615986322
59,2016-02-29,441.5069885,431.6929932,433.4379883,437.696991,60694700,6681444705
60,2016-03-01,439.6530151,432.3190002,437.9169922,435.1229858,74895800,6643686404
61,2016-03-02,435.9169922,423.9890137,435.131012,423.9890137,74955296,6475329604
62,2016-03-03,425.3729858,419.4110107,423.9119873,421.651001,100484000,6441066887
63,2016-03-04,425.178009,410.9389954,421.8359985,410.9389954,90856096,6279024638
64,2016-03-05,411.2569885,394.0350037,410.7810059,400.5700073,135384992,6122091567
65,2016-03-06,411.9070129,395.7780151,400.5249939,407.7070007,91212496,6232667872
66,2016-03-07,415.9169922,406.3089905,407.7569885,414.3210144,85762400,6335164892
67,2016-03-08,416.2430115,411.0939941,414.4649963,413.9719849,70311696,6331422309
68,2016-03-09,416.0320129,411.6059875,413.8940125,414.8599854,70012304,6346735710
69,2016-03-10,417.5119934,413.2510071,414.743988,417.131012,81022896,6383105414
70,2016-03-11,423.9259949,417.0130005,417.2380066,421.6900024,73969696,6454555816
71,2016-03-12,421.7950134,410.0939941,421.605011,411.6239929,92712896,6301963440
72,2016-03-13,416.6040039,411.6419983,411.6480103,414.0650024,74322800,6340701565
73,2016-03-14,416.6839905,414.2009888,414.2009888,416.4379883,95259400,6378632901
74,2016-03-15,418.131012,414.9849854,416.3880005,416.8299866,66781700,6386304534
75,2016-03-16,417.6860046,415.9119873,416.8880005,417.0109863,65185800,6390672724
76,2016-03-17,420.9970093,417.8890076,417.8890076,420.6210022,83528600,6447467967
77,2016-03-18,420.5469971,406.1369934,420.5469971,409.5480042,104940000,6279128504
78,2016-03-19,410.9840088,407.230011,409.2650146,410.4440002,58423000,6294271612
79,2016-03-20,414.625,410.401001,410.401001,413.7550049,45947900,6346546570
80,2016-03-21,413.4179993,410.381012,413.4179993,413.3070068,61655400,6341110984
81,2016-03-22,418.375,412.5310059,413.1319885,418.0889893,66813300,6416025151
82,2016-03-23,419.2680054,417.3640137,418.1610107,418.0409851,61444200,6416845742
83,2016-03-24,418.6799927,415.4859924,418.4240112,416.3940125,68346704,6393094869
84,2016-03-25,418.0799866,415.5580139,416.5079956,417.177002,52560000,6406608048
85,2016-03-26,418.9869995,416.2590027,417.3649902,417.9450073,44650400,6420042696
86,2016-03-27,428.7969971,417.7109985,418.1400146,426.7650146,71229400,6557030843
87,2016-03-28,426.8569946,423.2929993,426.5480042,424.2309875,68522800,6519889575
88,2016-03-29,426.2030029,412.6809998,424.3039856,416.5159912,75411504,6402954687
89,2016-03-30,416.8340149,412.4960022,416.8340149,414.8160095,66034100,6378356002
90,2016-03-31,418.368988,415.2569885,415.2569885,416.7290039,60215200,6409062819
91,2016-04-01,418.1730042,415.8309937,416.7600098,417.9599915,51235700,6429593619
92,2016-04-02,422.0809937,418.4219971,418.4219971,420.8729858,45681200,6475857111
93,2016-04-03,421.5799866,419.696991,421.1730042,420.9039917,38053700,6477828309
94,2016-04-04,422.3429871,419.6010132,421.2990112,421.4440002,50634300,6487898586
95,2016-04-05,424.2569885,420.6140137,421.0169983,424.0299988,60718000,6529351750
96,2016-04-06,424.5270081,422.7290039,424.2839966,423.4129944,59091000,6521491709
97,2016-04-07,423.6570129,420.5180054,423.6199951,422.7449951,57858600,6512693215
98,2016-04-08,425.3609924,419.6350098,422.9070129,420.348999,63454700,6477294354
99,2016-04-09,420.8909912,416.5150146,420.8110046,419.4110107,49792700,6464539022
100,2016-04-10,422.4349976,419.2569885,419.5920105,421.5639954,73478600,6499536744
101,2016-04-11,422.7390137,420.5329895,421.8720093,422.4830017,50747500,6515321585
102,2016-04-12,427.2770081,422.8429871,422.8429871,425.1900024,70728800,6558651418
103,2016-04-13,426.6579895,422.9159851,425.6319885,423.7340088,69060400,6537929600
104,2016-04-14,425.3710022,423.0130005,423.9349976,424.2820129,45281000,6548113819
105,2016-04-15,429.928009,424.427002,424.427002,429.7130127,54801500,6633436610
106,2016-04-16,432.625,428.9840088,429.5750122,430.571991,39392800,6648182380
107,2016-04-17,431.3710022,426.07901,430.6359863,427.3989868,52125900,6600878376
108,2016-04-18,429.2739868,427.0859985,427.6109924,428.5910034,55670900,6620723761
109,2016-04-19,436.019989,428.1040039,428.7030029,435.5090027,52810500,6729223763
110,2016-04-20,443.0539856,434.4060059,435.3240051,441.3890076,72890096,6821898724
111,2016-04-21,450.5480042,440.9519958,441.4159851,449.4249878,68204704,6947795903
112,2016-04-22,449.8099976,444.1499939,449.6879883,445.7369995,58804400,6892364370
113,2016-04-23,450.2820129,444.3309937,445.8609924,450.2820129,50485400,6964275296
114,2016-04-24,460.1459961,448.928009,450.5599976,458.5549927,68198400,7093731211
115,2016-04-25,466.6199951,453.5920105,459.1210022,461.4259949,87091800,7139621427
116,2016-04-26,467.9649963,461.6210022,461.6480103,466.0889893,78971904,7213507974
117,2016-04-27,467.07901,444.1340027,466.2619934,444.6870117,93564896,6883732526
118,2016-04-28,449.5509949,436.6499939,445.0379944,449.0109863,74064704,6952183242
119,2016-04-29,455.3840027,446.0169983,449.4079895,455.0969849,49258500,7048201013
120,2016-04-30,455.5870056,447.696991,455.178009,448.3179932,69322600,6944860514
121,2016-05-01,452.4790039,447.927002,448.4840088,451.875,40660100,7001712750
122,2016-05-02,452.4450073,441.776001,451.9330139,444.6690063,92127000,6891791430
123,2016-05-03,451.0969849,442.6170044,444.7269897,450.3039856,59366400,6980826502
124,2016-05-04,450.3779907,445.6300049,450.1830139,446.7219849,50407300,6927161701
125,2016-05-05,448.506012,445.8829956,446.7109985,447.9760132,50440800,6948331748
126,2016-05-06,461.375,447.0679932,447.9419861,459.6029968,72796800,7130556704
127,2016-05-07,460.6749878,457.3240051,459.6390076,458.5360107,38364500,7115722136
128,2016-05-08,459.4169922,455.9830017,458.4289856,458.5480042,40315000,7117822794
129,2016-05-09,462.4809875,456.5310059,458.2059937,460.4830017,55493100,7149827444
130,2016-05-10,461.9289856,448.95401,460.5180054,450.894989,58956100,7002714977
131,2016-05-11,454.5759888,450.8640137,450.8640137,452.7279968,50605200,7032699388
132,2016-05-12,454.9490051,449.25,452.446991,454.7659912,59849300,7065960832
133,2016-05-13,457.0549927,453.4530029,454.8500061,455.6700134,60845000,7081726955
134,2016-05-14,456.8359985,454.7860107,455.822998,455.67099,37209000,7083394303
135,2016-05-15,458.6919861,455.4590149,455.7590027,457.5679932,28514000,7114461730
136,2016-05-16,458.2000122,452.9450073,457.5859985,454.1629944,59171500,7063120268
137,2016-05-17,455.071991,453.605011,454.0090027,453.7829895,64100300,7058821457
138,2016-05-18,455.9979858,453.2990112,453.6910095,454.618988,86850096,7073564772
139,2016-05-19,454.6329956,438.7149963,454.5239868,438.7149963,96027400,6827425412
140,2016-05-20,444.0539856,437.3890076,437.7929993,442.6759949,81987904,6890716750
141,2016-05-21,443.7780151,441.7059937,442.9660034,443.1879883,42762300,6900237725
142,2016-05-22,443.427002,439.0350037,443.2179871,439.322998,39657600,6842082300
143,2016-05-23,444.3450012,438.822998,439.3479919,444.1549988,50582500,6919346395
144,2016-05-24,447.1000061,443.9299927,444.2909851,445.9809875,65783100,6949432035
145,2016-05-25,450.2980042,446.0620117,446.0620117,449.598999,65231000,7007360094
146,2016-05-26,453.6440125,447.8959961,449.6719971,453.3840027,65203800,7067871184
147,2016-05-27,478.1489868,453.5209961,453.5209961,473.4639893,164780992,7382558440
148,2016-05-28,533.4730225,472.6990051,473.0289917,530.039978,181199008,8266477338
149,2016-05-29,553.960022,512.1790161,527.4769897,526.2329712,148736992,8209050618
150,2016-05-30,544.348999,522.9630127,528.4710083,533.8640137,87958704,8330000111
151,2016-05-31,546.617981,520.6619873,534.190979,531.3859863,138450000,8293035755
152,2016-06-01,543.0800171,525.6359863,531.1069946,536.9199829,86061800,8381321200
153,2016-06-02,540.3519897,533.0780029,536.5150146,537.9719849,60378200,8399598923
154,2016-06-03,574.6380005,536.9199829,537.6820068,569.1939697,122020000,8889102698
155,2016-06-04,590.132019,564.2379761,569.7050171,572.7269897,94925296,8945981422
156,2016-06-05,582.8079834,569.1779785,573.3079834,574.9769897,68874096,8983555643
157,2016-06-06,586.4699707,574.6019897,574.6019897,585.5369873,72138896,9151021089
158,2016-06-07,590.2589722,567.5139771,585.4450073,576.5969849,107770000,9013335474
159,2016-06-08,582.8389893,573.1300049,577.1669922,581.6450195,80265800,9094354021
160,2016-06-09,582.2030029,570.9509888,582.2030029,574.6300049,71301000,8987040811
161,2016-06-10,579.1270142,573.3250122,575.8369751,577.4699707,66991900,9033522014
162,2016-06-11,607.1160278,578.6740112,578.6740112,606.7269897,82357000,9493578714
163,2016-06-12,684.8439941,607.0390015,609.684021,672.7839966,277084992,10529624647
164,2016-06-13,716.0040283,664.4869995,671.6539917,704.3759766,243295008,11026918233
165,2016-06-14,704.5040283,662.8040161,704.5040283,685.559021,186694000,10734585656
166,2016-06-15,696.3029785,672.5609741,685.6849976,694.4689941,99223800,10876756116
167,2016-06-16,773.7219849,696.5230103,696.5230103,766.3079834,271633984,12004751236
168,2016-06-17,775.3560181,716.5560303,768.4869995,748.9089966,363320992,11734973407
169,2016-06-18,777.9899902,733.9290161,748.7559814,756.2269897,252718000,11852610450
170,2016-06-19,766.6209717,745.6279907,756.6879883,763.7810059,136184992,11974386667
171,2016-06-20,764.0839844,732.7269897,763.927002,737.2260132,174511008,11561085979
172,2016-06-21,735.8829956,639.0700073,735.8829956,666.6519775,309944000,10456853278
173,2016-06-22,678.6699829,587.4829712,665.914978,596.1160278,266392992,9352374507
174,2016-06-23,629.3270264,558.1389771,597.4429932,623.9769897,253462000,9791649877
175,2016-06-24,681.7269897,625.2719727,625.5750122,665.2990112,224316992,10442233719
176,2016-06-25,691.7310181,646.559021,665.2810059,665.1229858,126656000,10442165051
177,2016-06-26,665.9799805,616.934021,665.9310303,629.3670044,109225000,9883123077
178,2016-06-27,655.2750244,620.5239868,629.348999,655.2750244,122134000,10292371661
179,2016-06-28,659.2479858,637.7730103,658.1019897,647.0009766,138384992,10164806261
180,2016-06-29,644.6820068,628.2839966,644.1220093,639.8900146,142456000,10055423427
181,2016-06-30,675.4030151,636.6079712,640.5910034,673.3369751,138980000,10583527799
182,2016-07-01,686.1539917,669.5939941,672.5150146,676.2960205,134431008,10632674990
183,2016-07-02,703.7020264,676.3989868,676.7340088,703.7020264,112354000,11066171356
184,2016-07-03,704.9680176,649.0089722,704.9680176,658.6640015,129512000,10360455388
185,2016-07-04,683.6619873,650.5079956,658.8040161,683.6619873,92008400,10756225162
186,2016-07-05,683.4910278,665.065979,683.2089844,670.6270142,130476000,10553590036
187,2016-07-06,681.8980103,670.4180298,670.4180298,677.3309937,134960992,10661460872
188,2016-07-07,682.4320068,611.8339844,678.0900269,640.5620117,258091008,10084880016
189,2016-07-08,666.7069702,636.46698,640.6879883,666.5230103,141970000,10496037616
190,2016-07-09,666.3839722,633.3989868,666.3839722,650.960022,180536000,10252979330
191,2016-07-10,652.2940063,641.2639771,650.598999,649.3599854,102532000,10229001841
192,2016-07-11,659.6290283,644.9799805,648.4840088,647.6589966,107910000,10203318330
193,2016-07-12,675.2589722,646.7789917,648.28302,664.5510254,138172992,10470577835
194,2016-07-13,668.7000122,654.4680176,664.7969971,654.4680176,131449000,10312716681
195,2016-07-14,662.9019775,652.9229736,652.9229736,658.0780029,98511400,10370714378
196,2016-07-15,667.0770264,659.039978,659.1710205,663.2550049,81673104,10453381650
197,2016-07-16,666.460022,659.3339844,663.7810059,660.7670288,50330200,10415413843
198,2016-07-17,682.3649902,661.992981,661.992981,679.4589844,74407904,10711263460
199,2016-07-18,681.5549927,668.625,679.809021,673.1060181,69465000,10612299585
200,2016-07-19,673.2769775,667.632019,672.7379761,672.8640137,61203300,10609525767
201,2016-07-20,672.9290161,663.3599854,672.8060303,665.6849976,94636400,10497527596
202,2016-07-21,666.2189941,660.414978,665.2280273,665.0120239,60491800,10487976073
203,2016-07-22,666.5830078,646.7219849,664.9219971,650.6190186,134169000,10261989674
204,2016-07-23,656.3660278,648.5239868,650.7260132,655.5560303,69532200,10340881944
205,2016-07-24,663.1099854,652.7930298,655.4099731,661.2849731,118184000,10432244355
206,2016-07-25,661.8280029,653.3950195,661.2630005,654.0969849,78176496,10319876749
207,2016-07-26,656.2249756,645.8790283,654.2260132,651.7839966,225135008,10284392843
208,2016-07-27,657.4559937,648.4470215,651.6270142,654.3519897,147460992,10325917979
209,2016-07-28,657.5949707,654.4920044,654.4920044,655.0349731,86428400,10337749269
210,2016-07-29,657.7960205,654.7860107,655.1110229,656.9920044,60703500,10369809306
211,2016-07-30,658.2230225,654.2089844,657.0120239,655.0469971,38456100,10340045284
212,2016-07-31,655.2849731,624.3649902,655.0999756,624.6810303,110818000,9861866433
213,2016-08-01,626.1190186,605.8839722,624.6019897,606.2719727,121887000,9572348580
214,2016-08-02,612.8480225,531.3339844,606.3969727,547.4650269,330932992,8644864335
215,2016-08-03,573.3599854,541.5469971,548.6560059,566.3549805,207982000,8944279139
216,2016-08-04,579.4959717,565.7769775,566.3289795,578.2890015,125292000,9133817995
217,2016-08-05,578.2810059,569.9819946,578.2810059,575.0430298,66127900,9083715053
218,2016-08-06,588.3959961,569.4689941,575.0300293,587.7780151,80797296,9286055404
219,2016-08-07,597.5130005,586.815979,587.7709961,592.6900024,82398400,9364710627
220,2016-08-08,592.9940186,588.0469971,592.7360229,591.0540161,61194100,9339910963
221,2016-08-09,591.0910034,584.7930298,591.0380249,587.8010254,92228096,9289374235
222,2016-08-10,599.9840088,586.3709717,587.6480103,592.1030273,102905000,9358441335
223,2016-08-11,597.5419922,589.1199951,592.1240234,589.1199951,74514400,9312340020
224,2016-08-12,589.9099731,583.8109741,588.7979736,587.559021,69218000,9288722581
225,2016-08-13,589.7739868,584.9790039,587.3569946,585.5880127,43563000,9258715472
226,2016-08-14,585.6660156,564.7810059,585.5889893,570.4730225,60851100,9020848475
227,2016-08-15,573.5800171,563.2399902,570.4940186,567.2399902,57262300,8970719083
228,2016-08-16,581.7379761,566.7160034,567.242981,577.4390259,58405200,9132941526
229,2016-08-17,580.8939819,571.4299927,577.7609863,573.2160034,54443000,9066995409
230,2016-08-18,577.7919922,573.4299927,573.7069702,574.3179932,59896600,9085487925
231,2016-08-19,578.2379761,574.1820068,574.3389893,575.6300049,50631600,9107313927
232,2016-08-20,582.8179932,575.4569702,576.0839844,581.6970215,45301400,9204384754
233,2016-08-21,584.15802,580.2180176,581.9390259,581.3079834,38299400,9199366517
234,2016-08-22,588.447998,580.5939941,581.3109741,586.7529907,72844000,9286647694
235,2016-08-23,589.473999,581.6339722,586.7709961,583.414978,85349200,9234845697
236,2016-08-24,583.5900269,579.8549805,583.4119873,580.1820068,56328200,9184728961
237,2016-08-25,580.4509888,575.1669922,580.1799927,577.7609863,136130000,9147297036
238,2016-08-26,580.6229858,576.8579712,577.7529907,579.651001,48856800,9178145243
239,2016-08-27,579.8449707,568.6300049,579.4520264,569.9470215,59698300,9025464112
240,2016-08-28,574.0380249,569.7399902,569.8300171,573.9119873,86301600,9089312935
241,2016-08-29,576.2780151,573.4650269,574.0709839,574.1069946,110398000,9093420855
242,2016-08-30,578.3569946,574.1140137,574.1140137,577.5029907,70342400,9148340524
243,2016-08-31,577.8610229,573.6420288,577.5910034,575.4719849,75840896,9117106217
244,2016-09-01,576.3109741,571.8140259,575.5460205,572.3029785,76923400,9067854884
245,2016-09-02,575.6430054,570.8109741,572.4099731,575.5369873,79910800,9120159589
246,2016-09-03,599.5,574.0560303,575.5549927,598.2119751,159014000,9480380026
247,2016-09-04,611.8369751,596.8480225,598.5900269,608.6339722,97942896,9646846465
248,2016-09-05,609.0549927,602.2420044,608.9899902,606.5900269,82446800,9615468145
249,2016-09-06,610.8300171,605.0910034,606.5059814,610.4359741,78529104,9677437248
250,2016-09-07,614.5449829,608.5130005,610.572998,614.5440063,75032400,9743676240
251,2016-09-08,628.7700195,613.8439941,614.6350098,626.315979,86713000,9931412644
252,2016-09-09,626.8300171,620.2630005,626.3519897,622.8610229,64550200,9877681032
253,2016-09-10,625.0949707,622.3950195,622.927002,623.5089722,45016800,9889124590
254,2016-09-11,628.8179932,600.5059814,623.4240112,606.7189941,73610800,9624021892
255,2016-09-12,608.4589844,605.4110107,607.0050049,608.242981,72812304,9649385919
256,2016-09-13,611.1929932,606.9249878,608.0250244,609.2410278,86920600,9666424848
257,2016-09-14,611.9520264,608.4099731,608.8410034,610.684021,47877700,9690463177
258,2016-09-15,611.0859985,607.1550293,610.5880127,607.1550293,59464600,9635571708
259,2016-09-16,609.2609863,606.7349854,607.2459717,606.9730225,64963400,9633710359
260,2016-09-17,607.8599854,605.1920166,607.2180176,605.9840088,37140300,9619198525
261,2016-09-18,610.15802,605.8560181,606.28302,609.8740234,48679400,9682008337
262,2016-09-19,610.9320068,608.2700195,609.8709717,609.2269897,54796400,9672709264
263,2016-09-20,609.5250244,607.9379883,609.2540283,608.3120117,72710896,9659269452
264,2016-09-21,603.5880127,595.8829956,603.5880127,597.1489868,82776200,9483211005
265,2016-09-22,598.4869995,596.2130127,597.2789917,596.2979736,67085300,9470698215
266,2016-09-23,603.2050171,595.7860107,596.1989746,602.84198,51067000,9575631549
267,2016-09-24,604.5800171,602.0449829,602.9609985,602.625,35359500,9573385118
268,2016-09-25,603.3809814,599.7109985,602.7490234,600.8259888,33977800,9546132575
269,2016-09-26,608.1430054,600.348999,600.8070068,608.0430298,59153800,9661922446
270,2016-09-27,608.2479858,604.1099854,608.0219727,606.1660156,49422400,9633311305
271,2016-09-28,606.5900269,604.6069946,606.242981,604.7280273,48722600,9611532319
272,2016-09-29,606.8239746,604.8480225,605.0189819,605.6929932,55658600,9627902106
273,2016-09-30,609.7349854,604.1420288,605.7150269,609.7349854,56122400,9693198750
274,2016-10-01,615.2369995,609.9290161,609.9290161,613.9829712,56357000,9761887632
275,2016-10-02,614.0050049,609.6820068,613.947998,610.8920288,39249800,9713776587
276,2016-10-03,612.5679932,610.4550171,610.9680176,612.1329956,46798300,9734618878
277,2016-10-04,612.0540161,609.4790039,612.052002,610.2039795,49801600,9705099355
278,2016-10-05,613.8140259,609.6170044,610.2180176,612.5109863,68077504,9743018924
279,2016-10-06,613.8189697,611.4689941,612.4699707,613.0209961,56812100,9752315689
280,2016-10-07,617.9119873,611.8209839,612.6079712,617.1209717,64071400,9818599994
281,2016-10-08,619.848999,617.3410034,617.3410034,619.1079712,42345900,9851461946
282,2016-10-09,619.197998,616.6069946,619.1719971,616.7520142,39243400,9815156618
283,2016-10-10,621.3179932,616.1970215,616.8220215,618.9940186,67481104,9851764897
284,2016-10-11,642.0800171,618.5,619.2379761,641.0720215,103590000,10204214839
285,2016-10-12,641.3369751,635.9650269,640.8709717,636.1920166,92370200,10127644784
286,2016-10-13,638.8330078,635.0289917,636.0300293,636.7860107,61620700,10138078870
287,2016-10-14,641.2849731,637.0079956,637.0079956,640.3779907,58144600,10196303437
288,2016-10-15,642.1019897,637.3900146,640.3109741,638.6459961,39035400,10169814232
289,2016-10-16,642.8980103,638.901001,639.0830078,641.6309814,40298100,10218348388
290,2016-10-17,642.3280029,638.6630249,641.8179932,639.1929932,58063600,10180488274
291,2016-10-18,640.7360229,635.9959717,639.4110107,637.960022,65546700,10162029114
292,2016-10-19,638.8740234,628.0130005,638.1339722,630.5200195,69381696,10044471117
293,2016-10-20,631.9169922,628.2579956,630.6630249,630.8569946,56957300,10050854099
294,2016-10-21,634.0939941,630.6939697,630.8250122,632.8280029,55951000,10083501603
295,2016-10-22,658.1970215,632.8499756,633.1359863,657.2940063,78556496,10474463658
296,2016-10-23,661.1290283,653.8859863,657.6209717,657.0709839,54474600,10472100602
297,2016-10-24,657.2520142,652.5949707,657.1610107,653.7609863,62218200,10420469172
298,2016-10-25,664.4240112,653.697998,654.0020142,657.5880127,90378800,10482565592
299,2016-10-26,679.7280273,657.6779785,657.6779785,678.3040161,88877104,10813913071
300,2016-10-27,688.5939941,678.039978,678.2139893,688.3129883,96105296,10974828655
301,2016-10-28,690.4439697,684.1619873,688,689.651001,81145504,10997420362
302,2016-10-29,720.4019775,690.052002,690.2890015,714.4790039,134760992,11394596830
303,2016-10-30,714.117981,696.4749756,714.117981,701.8640137,100665000,11194834676
304,2016-10-31,709.2890015,691.6820068,702.6400146,700.9719849,97064400,11181852070
305,2016-11-01,736.4520264,701.3369751,701.3369751,729.7930298,130527000,11642863554
306,2016-11-02,740.8289795,722.348999,730.065979,740.8289795,84865200,11820110421
307,2016-11-03,745.7730103,678.1560059,742.3460083,688.7000122,172808000,10989660280
308,2016-11-04,706.9299927,685.5629883,689.1240234,703.2349854,99907696,11222575748
309,2016-11-05,707.5100098,697.7390137,703.5250244,703.4180298,53752300,11226736982
310,2016-11-06,714.2579956,699.5599976,703.8120117,711.5219727,59902200,11357385316
311,2016-11-07,710.7360229,699.9030151,710.7360229,703.1309814,65047100,11224670783
312,2016-11-08,712.9869995,702.3900146,703.0889893,709.8480225,79660800,11333339468
313,2016-11-09,740.0460205,708.6099854,709.8250122,723.2730103,132429000,11548965779
314,2016-11-10,723.0180054,711.210022,722.8439941,715.5339966,68807800,11426817526
315,2016-11-11,718.3179932,714.4099731,715.5549927,716.4110107,63119700,11442241390
316,2016-11-12,717.1480103,704.0349731,716.7520142,705.0540161,64622500,11262273136
317,2016-11-13,705.257019,687.3150024,705.1959839,702.0310059,80318096,11215181107
318,2016-11-14,706.2839966,699.8079834,701.9970093,705.0209961,62993000,11271073434
319,2016-11-15,715.7180176,705.2600098,705.7940063,711.6190186,72038496,11377924616
320,2016-11-16,747.6149902,709.0390015,711.1669922,744.197998,141294000,11900441939
321,2016-11-17,755.6450195,739.5109863,744.8759766,740.9769897,108579000,11850398479
322,2016-11-18,752.882019,736.8900146,740.7050171,751.585022,87363104,12021432968
323,2016-11-19,756.2369995,744.46698,751.8330078,751.6160278,110608000,12023262925
324,2016-11-20,755.4799805,717.9439697,751.8790283,731.026001,154116000,11695081878
325,2016-11-21,741.7219849,730.5100098,731.2650146,739.2479858,60802400,11827902946
326,2016-11-22,753.8699951,736.5269775,739.6430054,751.3469849,129906000,12022735372
327,2016-11-23,752.25,738.9240112,751.7410278,744.5939941,76543800,11916054235
328,2016-11-24,746.8319702,733.4899902,744.6199951,740.2890015,85919296,11848658575
329,2016-11-25,741.6489868,734.5910034,740.4420166,741.6489868,67807600,11871816579
330,2016-11-26,742.2139893,729.625,741.5109863,735.382019,54962700,11772895899
331,2016-11-27,739.0180054,731.085022,735.4370117,732.0349731,52601800,11720648987
332,2016-11-28,738.0059814,732.4840088,732.4840088,735.8129883,61888600,11782628755
333,2016-11-29,737.4710083,734.559021,736.3289795,735.6040039,68511104,11780661280
334,2016-11-30,747.9290161,736.2650146,736.2839966,745.690979,84070800,11943536630
335,2016-12-01,758.2750244,746.0460205,746.0460205,756.7739868,80461904,12122431239
