,date,High,Low,Open,Close,Volume,Marketcap,avg_block_size,transactions,mining_revenue,accounts,sp_close,dj_close,google_trends_btc
17,2016-01-18,388.1040039,376.6650085,381.7330017,387.1679993,54403900,5845656048.0,0.754065848,204128,1700240.64,5454997,1859.33,15988.08,3
18,2016-01-19,387.730011,378.9719849,387.026001,380.1489868,46819800,5740934168.0,0.754065848,204128,1425654.9,5454997,1868.99,16016.02,3
19,2016-01-20,425.2669983,376.598999,379.7399902,420.230011,121720000,6347836794.0,0.862095007,209071,1619573.123,5454997,1906.9,15766.74,3
20,2016-01-21,422.8770142,406.2999878,419.6319885,410.2619934,68338000,6198658815.0,0.862095007,209071,1384752.0,5454997,1877.08,15882.68,3
21,2016-01-22,410.4100037,375.2820129,409.7510071,382.4920044,91546600,5780764155.0,0.862095007,209071,1610297.5,5454997,1903.63,16093.51,3
22,2016-01-23,394.5429993,381.9809875,382.4339905,387.4909973,56247400,5858059876.0,0.571501564,190400,1812144.661,5454997,1903.63,16093.51,3
23,2016-01-24,405.4849854,387.5100098,388.1019897,402.9710083,54824800,6093787908.0,0.571501564,190400,1694688.25,5454997,1903.63,16093.51,2
24,2016-01-25,402.3169861,388.5539856,402.3169861,391.7260132,59062400,5925345408.0,0.571501564,190400,1691196.21,5811068,1882.95,15885.22,2
25,2016-01-26,397.7659912,390.5750122,392.0020142,392.1530151,58147000,5933372928.0,0.742775688,230523,1707435.989,5811068,1893.36,16167.23,2
26,2016-01-27,396.8429871,391.7820129,392.4440002,394.9719849,47424400,5977545745.0,0.742775688,230523,1537171.65,5811068,1940.24,15944.46,2
27,2016-01-28,395.5020142,379.7349854,395.1459961,380.2890015,59247900,5756710303.0,0.742775688,230523,1434150.0,5811068,1939.38,16069.64,2
28,2016-01-29,384.3789978,365.4519958,380.1080017,379.473999,86125296,5745985821.0,0.686997456,224394,1750044.211,5811068,1903.03,16466.3,2
29,2016-01-30,380.9169922,376.4909973,378.8649902,378.2550049,30284400,5729296096.0,0.686997456,224394,1689976.32,5811068,1903.03,16466.3,2
30,2016-01-31,380.3469849,367.8349915,378.2929993,368.7669983,37894300,5587253351.0,0.686997456,224394,1698131.16,5811068,1903.03,16466.3,2
31,2016-02-01,378.071991,367.9570007,369.3500061,373.0559998,51656700,5653747618.0,0.776969547,222398,1613765.198,5811068,1912.53,16449.18,2
32,2016-02-02,375.8829956,372.9200134,372.9200134,374.447998,40378700,5676528707.0,0.776969547,222398,1552556.36,5811068,1915.45,16153.54,2
33,2016-02-03,374.9500122,368.0450134,374.6459961,369.9490051,45933400,5609971377.0,0.776969547,222398,1620135.24,5811068,1880.05,16336.66,2
34,2016-02-04,391.6080017,369.9930115,370.1740112,389.5939941,69285504,5909517630.0,0.657826815,200661,1768733.96,5811068,1853.44,16416.58,2
35,2016-02-05,391.0939941,385.571991,388.8980103,386.5490112,43825000,5865136968.0,0.657826815,200661,1755051.09,5811068,1852.21,16204.97,2
36,2016-02-06,386.631012,372.3869934,386.5889893,376.5220032,49249300,5714879155.0,0.657826815,200661,1796933.68,5811068,1852.21,16204.97,2
37,2016-02-07,380.8710022,374.9030151,376.5140076,376.6199951,37076300,5718023735.0,0.700184903,212190,1802661.611,5811068,1852.21,16204.97,2
38,2016-02-08,379.8789978,373.3340149,376.7569885,373.446991,47671100,5671240831.0,0.700184903,212190,1527627.0,5811068,1851.86,16027.05,2
39,2016-02-09,377.2460022,372.8980103,373.4230042,376.0289917,55318500,5712106127.0,0.700184903,212190,1589926.87,5811068,1829.08,16014.38,2
40,2016-02-10,385.4830017,375.7829895,376.1459961,381.6489868,85130896,5799042060.0,0.738433415,235527,1609224.847,5811068,1864.78,15914.74,2
41,2016-02-11,383.1300049,376.3989868,382.1140137,379.6539917,74375600,5770550973.0,0.738433415,235527,1824977.0,5811068,1895.58,15660.18,2
42,2016-02-12,384.95401,379.6000061,379.6860046,384.2630005,67042800,5842238586.0,0.738433415,235527,1531180.44,5811068,1926.82,15973.84,2
43,2016-02-13,391.8599854,384.6409912,384.6409912,391.8599854,61911700,5959279526.0,0.630542974,184675,1784279.986,5811068,1926.82,15973.84,2
44,2016-02-14,407.230011,392.9320068,392.9320068,407.230011,74469800,6194711495.0,0.630542974,184675,1824390.92,5811068,1926.82,15973.84,2
45,2016-02-15,410.381012,397.7489929,407.5679932,400.1849976,74070496,6089064891.0,0.630542974,184675,1505873.6,5811068,1926.82,15973.84,2
46,2016-02-16,408.9450073,401.4320068,401.4320068,407.4880066,73093104,6201590434.0,0.760435275,215940,1487411.488,5811068,1917.83,16196.41,2
47,2016-02-17,421.1669922,406.7839966,407.6560059,416.321991,83193600,6337628174.0,0.760435275,215940,1481533.76,6083614,1917.78,16453.83,2
48,2016-02-18,425.9960022,415.6380005,416.571991,422.3729858,76752600,6431547586.0,0.760435275,215940,1902961.74,6083614,1945.5,16413.43,2
49,2016-02-19,423.1040039,417.6040039,422.730011,420.7850037,55711300,6408881658.0,0.767116041,217436,1602889.463,6083614,1921.27,16391.99,2
50,2016-02-20,441.9840088,421.6010132,421.6010132,437.1640015,93992096,6659985887.0,0.767116041,217436,1754843.64,6083614,1921.27,16391.99,2
51,2016-02-21,448.04599,429.0769958,437.7730103,438.7980042,89820704,6686294225.0,0.767116041,217436,1386597.3,6083614,1921.27,16391.99,2
52,2016-02-22,439.0450134,432.9169922,438.9890137,437.7479858,85385200,6671673493.0,0.898240102,237696,1478179.558,6083614,1929.8,16620.66,2
53,2016-02-23,439.8580017,417.8210144,438.2550049,420.7359924,85244896,6413836323.0,0.898240102,237696,1427391.0,6083614,1951.7,16431.78,2
54,2016-02-24,425.5499878,413.9070129,420.9559937,424.9549866,67743696,6479395124.0,0.898240102,237696,1319648.9,6083614,1948.05,16484.99,2
55,2016-02-25,427.7189941,420.4150085,425.0369873,424.5440063,70798000,6474784226.0,0.799025129,216290,1682349.251,6083614,1932.23,16697.29,2
56,2016-02-26,432.1520081,421.6199951,424.6289978,432.1520081,61486000,6592327507.0,0.799025129,216290,1609521.62,6083614,1978.35,16639.97,2
57,2016-02-27,434.2309875,428.1029968,432.8389893,432.5190125,41893600,6599515471.0,0.799025129,216290,1431216.0,6083614,1978.35,16639.97,2
58,2016-02-28,435.6830139,423.8200073,432.5710144,433.5039978,53033400,6615986322.0,0.776566687,233436,1607228.491,6083614,1978.35,16639.97,2
59,2016-02-29,441.5069885,431.6929932,433.4379883,437.696991,60694700,6681444705.0,0.776566687,233436,1495225.04,6083614,1986.45,16516.5,2
60,2016-03-01,439.6530151,432.3190002,437.9169922,435.1229858,74895800,6643686404.0,0.776566687,233436,1405736.85,6083614,1993.4,16865.08,2
61,2016-03-02,435.9169922,423.9890137,435.131012,423.9890137,74955296,6475329604.0,0.900280408,270206,1732093.707,6083614,1999.99,16899.32,2
62,2016-03-03,425.3729858,419.4110107,423.9119873,421.651001,100484000,6441066887.0,0.900280408,270206,1431631.68,6083614,2001.76,16943.9,2
63,2016-03-04,425.178009,410.9389954,421.8359985,410.9389954,90856096,6279024638.0,0.900280408,270206,1604280.96,6083614,1979.26,17006.77,2
64,2016-03-05,411.2569885,394.0350037,410.7810059,400.5700073,135384992,6122091567.0,0.7800372,234992,1560093.319,6083614,1979.26,17006.77,2
65,2016-03-06,411.9070129,395.7780151,400.5249939,407.7070007,91212496,6232667872.0,0.7800372,234992,1437551.76,6083614,1979.26,17006.77,2
66,2016-03-07,415.9169922,406.3089905,407.7569885,414.3210144,85762400,6335164892.0,0.7800372,234992,1614392.86,6083614,1989.26,17073.95,2
67,2016-03-08,416.2430115,411.0939941,414.4649963,413.9719849,70311696,6331422309.0,0.680366714,200298,1624142.062,6083614,1989.57,16964.1,2
68,2016-03-09,416.0320129,411.6059875,413.8940125,414.8599854,70012304,6346735710.0,0.680366714,200298,1725518.7,6083614,2022.19,17000.36,2
69,2016-03-10,417.5119934,413.2510071,414.743988,417.131012,81022896,6383105414.0,0.680366714,200298,1692288.0,6083614,2019.64,16995.13,2
70,2016-03-11,423.9259949,417.0130005,417.2380066,421.6900024,73969696,6454555816.0,0.614320875,189816,1698526.226,6364167,2015.93,17213.31,2
71,2016-03-12,421.7950134,410.0939941,421.605011,411.6239929,92712896,6301963440.0,0.614320875,189816,1362701.76,6364167,2015.93,17213.31,2
72,2016-03-13,416.6040039,411.6419983,411.6480103,414.0650024,74322800,6340701565.0,0.614320875,189816,1580232.02,6364167,2015.93,17213.31,2
73,2016-03-14,416.6839905,414.2009888,414.2009888,416.4379883,95259400,6378632901.0,0.726220454,191341,1591449.546,6364167,2027.22,17229.13,2
74,2016-03-15,418.131012,414.9849854,416.3880005,416.8299866,66781700,6386304534.0,0.726220454,191341,1593584.76,6364167,2040.59,17251.53,2
75,2016-03-16,417.6860046,415.9119873,416.8880005,417.0109863,65185800,6390672724.0,0.726220454,191341,1787925.02,6364167,2049.58,17325.76,2
76,2016-03-17,420.9970093,417.8890076,417.8890076,420.6210022,83528600,6447467967.0,0.746761901,208319,1535746.082,6364167,2051.6,17481.49,2
77,2016-03-18,420.5469971,406.1369934,420.5469971,409.5480042,104940000,6279128504.0,0.746761901,208319,1427774.04,6364167,2049.8,17602.3,2
78,2016-03-19,410.9840088,407.230011,409.2650146,410.4440002,58423000,6294271612.0,0.746761901,208319,1384278.67,6364167,2049.8,17602.3,2
79,2016-03-20,414.625,410.401001,410.401001,413.7550049,45947900,6346546570.0,0.660703411,178143,1573282.94,6364167,2049.8,17602.3,2
80,2016-03-21,413.4179993,410.381012,413.4179993,413.3070068,61655400,6341110984.0,0.660703411,178143,1308642.12,6364167,2036.71,17623.87,2
81,2016-03-22,418.375,412.5310059,413.1319885,418.0889893,66813300,6416025151.0,0.660703411,178143,1565038.8,6364167,2035.94,17582.57,2
82,2016-03-23,419.2680054,417.3640137,418.1610107,418.0409851,61444200,6416845742.0,0.674793503,186808,1633014.908,6364167,2037.05,17502.59,2
83,2016-03-24,418.6799927,415.4859924,418.4240112,416.3940125,68346704,6393094869.0,0.674793503,186808,1588000.11,6364167,2055.01,17515.73,2
84,2016-03-25,418.0799866,415.5580139,416.5079956,417.177002,52560000,6406608048.0,0.674793503,186808,1523337.52,6364167,2055.01,17515.73,2
85,2016-03-26,418.9869995,416.2590027,417.3649902,417.9450073,44650400,6420042696.0,0.625294444,159049,1627195.005,6364167,2055.01,17515.73,2
86,2016-03-27,428.7969971,417.7109985,418.1400146,426.7650146,71229400,6557030843.0,0.625294444,159049,1646594.4,6364167,2055.01,17515.73,2
87,2016-03-28,426.8569946,423.2929993,426.5480042,424.2309875,68522800,6519889575.0,0.625294444,159049,1519272.32,6364167,2063.95,17535.39,2
88,2016-03-29,426.2030029,412.6809998,424.3039856,416.5159912,75411504,6402954687.0,0.836449363,197409,1685402.34,6364167,2059.74,17633.11,2
89,2016-03-30,416.8340149,412.4960022,416.8340149,414.8160095,66034100,6378356002.0,0.836449363,197409,1660945.8,6364167,2072.78,17716.66,2
90,2016-03-31,418.368988,415.2569885,415.2569885,416.7290039,60215200,6409062819.0,0.836449363,197409,1321282.86,6364167,2066.13,17685.09,2
91,2016-04-01,418.1730042,415.8309937,416.7600098,417.9599915,51235700,6429593619.0,0.768427026,211922,1653575.355,6364167,2045.17,17792.75,2
92,2016-04-02,422.0809937,418.4219971,418.4219971,420.8729858,45681200,6475857111.0,0.768427026,211922,1591174.42,6364167,2045.17,17792.75,2
93,2016-04-03,421.5799866,419.696991,421.1730042,420.9039917,38053700,6477828309.0,0.768427026,211922,1554802.33,6688655,2045.17,17792.75,2
94,2016-04-04,422.3429871,419.6010132,421.2990112,421.4440002,50634300,6487898586.0,0.669686349,208929,1864182.283,6688655,2066.66,17737.0,2
95,2016-04-05,424.2569885,420.6140137,421.0169983,424.0299988,60718000,6529351750.0,0.669686349,208929,1591759.98,6688655,2041.91,17603.32,2
96,2016-04-06,424.5270081,422.7290039,424.2839966,423.4129944,59091000,6521491709.0,0.669686349,208929,1650251.71,6688655,2047.6,17716.05,2
97,2016-04-07,423.6570129,420.5180054,423.6199951,422.7449951,57858600,6512693215.0,0.758243129,218463,1524704.236,6688655,2041.99,17541.96,2
98,2016-04-08,425.3609924,419.6350098,422.9070129,420.348999,63454700,6477294354.0,0.758243129,218463,1506409.6,6688655,2061.72,17576.96,2
99,2016-04-09,420.8909912,416.5150146,420.8110046,419.4110107,49792700,6464539022.0,0.758243129,218463,1707680.24,6688655,2061.72,17576.96,2
100,2016-04-10,422.4349976,419.2569885,419.5920105,421.5639954,73478600,6499536744.0,0.553299503,186954,1849714.707,6688655,2061.72,17576.96,2
101,2016-04-11,422.7390137,420.5329895,421.8720093,422.4830017,50747500,6515321585.0,0.553299503,186954,1607456.49,6688655,2082.42,17556.41,2
102,2016-04-12,427.2770081,422.8429871,422.8429871,425.1900024,70728800,6558651418.0,0.553299503,186954,1639676.5,6688655,2082.78,17721.25,2
103,2016-04-13,426.6579895,422.9159851,425.6319885,423.7340088,69060400,6537929600.0,0.707264951,223506,1760973.818,6688655,2080.73,17908.28,2
104,2016-04-14,425.3710022,423.0130005,423.9349976,424.2820129,45281000,6548113819.0,0.707264951,223506,1767502.96,6688655,2094.34,17926.43,2
105,2016-04-15,429.928009,424.427002,424.427002,429.7130127,54801500,6633436610.0,0.707264951,223506,1574760.3,6688655,2100.8,17897.46,2
106,2016-04-16,432.625,428.9840088,429.5750122,430.571991,39392800,6648182380.0,0.67473171,182004,1502139.353,6688655,2100.8,17897.46,2
107,2016-04-17,431.3710022,426.07901,430.6359863,427.3989868,52125900,6600878376.0,0.67473171,182004,1642389.18,6688655,2100.8,17897.46,2
108,2016-04-18,429.2739868,427.0859985,427.6109924,428.5910034,55670900,6620723761.0,0.67473171,182004,1460870.32,6688655,2102.4,18004.16,2
109,2016-04-19,436.019989,428.1040039,428.7030029,435.5090027,52810500,6729223763.0,0.749866667,226511,1696206.854,6688655,2091.48,18053.6,2
110,2016-04-20,443.0539856,434.4060059,435.3240051,441.3890076,72890096,6821898724.0,0.749866667,226511,1843768.255,6688655,2091.58,18096.27,2
111,2016-04-21,450.5480042,440.9519958,441.4159851,449.4249878,68204704,6947795903.0,0.749866667,226511,1721837.362,6688655,2087.79,17982.52,2
112,2016-04-22,449.8099976,444.1499939,449.6879883,445.7369995,58804400,6892364370.0,0.774912098,210976,1780084.416,6688655,2091.7,18003.75,2
113,2016-04-23,450.2820129,444.3309937,445.8609924,450.2820129,50485400,6964275296.0,0.774912098,210976,1639604.701,6688655,2091.7,18003.75,2
114,2016-04-24,460.1459961,448.928009,450.5599976,458.5549927,68198400,7093731211.0,0.774912098,210976,1531303.62,6688655,2091.7,18003.75,2
115,2016-04-25,466.6199951,453.5920105,459.1210022,461.4259949,87091800,7139621427.0,0.874485094,217564,1511285.527,6688655,2095.15,17977.24,2
116,2016-04-26,467.9649963,461.6210022,461.6480103,466.0889893,78971904,7213507974.0,0.874485094,217564,1924687.353,6968497,2075.81,17990.32,2
117,2016-04-27,467.07901,444.1340027,466.2619934,444.6870117,93564896,6883732526.0,0.874485094,217564,1463200.885,6968497,2065.3,18041.55,2
118,2016-04-28,449.5509949,436.6499939,445.0379944,449.0109863,74064704,6952183242.0,0.897479756,247957,1546945.81,6968497,2081.43,17830.76,2
119,2016-04-29,455.3840027,446.0169983,449.4079895,455.0969849,49258500,7048201013.0,0.897479756,247957,1824603.319,6968497,2063.37,17773.64,2
120,2016-04-30,455.5870056,447.696991,455.178009,448.3179932,69322600,6944860514.0,0.897479756,247957,1650450.466,6968497,2063.37,17773.64,2
121,2016-05-01,452.4790039,447.927002,448.4840088,451.875,40660100,7001712750.0,0.6257176,191430,1871929.739,6968497,2063.37,17773.64,4
122,2016-05-02,452.4450073,441.776001,451.9330139,444.6690063,92127000,6891791430.0,0.6257176,191430,1762341.417,6968497,2051.12,17891.16,4
123,2016-05-03,451.0969849,442.6170044,444.7269897,450.3039856,59366400,6980826502.0,0.6257176,191430,1722607.801,6968497,2050.63,17750.91,4
124,2016-05-04,450.3779907,445.6300049,450.1830139,446.7219849,50407300,6927161701.0,0.707049455,233691,2071544.221,6968497,2057.14,17651.26,4
125,2016-05-05,448.506012,445.8829956,446.7109985,447.9760132,50440800,6948331748.0,0.707049455,233691,1769132.628,6968497,2058.69,17660.71,4
126,2016-05-06,461.375,447.0679932,447.9419861,459.6029968,72796800,7130556704.0,0.707049455,233691,1887205.007,6968497,2084.39,17740.63,4
127,2016-05-07,460.6749878,457.3240051,459.6390076,458.5360107,38364500,7115722136.0,0.646522553,202062,1740688.074,6968497,2084.39,17740.63,4
128,2016-05-08,459.4169922,455.9830017,458.4289856,458.5480042,40315000,7117822794.0,0.646522553,202062,1881265.308,6968497,2084.39,17740.63,2
129,2016-05-09,462.4809875,456.5310059,458.2059937,460.4830017,55493100,7149827444.0,0.646522553,202062,2015490.719,6968497,2064.46,17705.91,2
130,2016-05-10,461.9289856,448.95401,460.5180054,450.894989,58956100,7002714977.0,0.726908981,245721,1822228.269,6968497,2064.11,17928.35,2
131,2016-05-11,454.5759888,450.8640137,450.8640137,452.7279968,50605200,7032699388.0,0.726908981,245721,1525359.473,6968497,2046.61,17711.12,2
132,2016-05-12,454.9490051,449.25,452.446991,454.7659912,59849300,7065960832.0,0.726908981,245721,1601340.812,6968497,2066.66,17720.5,2
133,2016-05-13,457.0549927,453.4530029,454.8500061,455.6700134,60845000,7081726955.0,0.762693901,232146,1841534.814,6968497,2047.21,17535.32,2
134,2016-05-14,456.8359985,454.7860107,455.822998,455.67099,37209000,7083394303.0,0.762693901,232146,1662212.65,6968497,2047.21,17535.32,2
135,2016-05-15,458.6919861,455.4590149,455.7590027,457.5679932,28514000,7114461730.0,0.762693901,232146,1609202.062,6968497,2047.21,17535.32,2
136,2016-05-16,458.2000122,452.9450073,457.5859985,454.1629944,59171500,7063120268.0,0.906763574,239809,1636434.03,6968497,2047.63,17710.71,2
137,2016-05-17,455.071991,453.605011,454.0090027,453.7829895,64100300,7058821457.0,0.906763574,239809,1622904.537,6968497,2040.04,17529.98,2
138,2016-05-18,455.9979858,453.2990112,453.6910095,454.618988,86850096,7073564772.0,0.906763574,239809,1770178.43,6968497,2052.32,17526.62,2
139,2016-05-19,454.6329956,438.7149963,454.5239868,438.7149963,96027400,6827425412.0,0.955482475,219145,1415299.104,7286044,2048.04,17435.4,2
140,2016-05-20,444.0539856,437.3890076,437.7929993,442.6759949,81987904,6890716750.0,0.955482475,219145,1666418.673,7286044,2076.06,17500.94,2
141,2016-05-21,443.7780151,441.7059937,442.9660034,443.1879883,42762300,6900237725.0,0.955482475,219145,1589937.028,7286044,2076.06,17500.94,2
142,2016-05-22,443.427002,439.0350037,443.2179871,439.322998,39657600,6842082300.0,0.603581788,184348,2084432.932,7286044,2076.06,17500.94,2
143,2016-05-23,444.3450012,438.822998,439.3479919,444.1549988,50582500,6919346395.0,0.603581788,184348,2025077.241,7286044,2090.54,17492.93,2
144,2016-05-24,447.1000061,443.9299927,444.2909851,445.9809875,65783100,6949432035.0,0.603581788,184348,1663136.19,7286044,2090.1,17706.05,2
145,2016-05-25,450.2980042,446.0620117,446.0620117,449.598999,65231000,7007360094.0,0.870538464,247841,1612802.549,7286044,2099.06,17851.51,2
146,2016-05-26,453.6440125,447.8959961,449.6719971,453.3840027,65203800,7067871184.0,0.870538464,247841,1575322.68,7286044,2096.96,17828.29,2
147,2016-05-27,478.1489868,453.5209961,453.5209961,473.4639893,164780992,7382558440.0,0.870538464,247841,1667597.593,7286044,2099.33,17873.22,2
148,2016-05-28,533.4730225,472.6990051,473.0289917,530.039978,181199008,8266477338.0,0.863364752,193054,1698374.905,7286044,2099.33,17873.22,2
149,2016-05-29,553.960022,512.1790161,527.4769897,526.2329712,148736992,8209050618.0,0.863364752,193054,1906764.237,7286044,2099.33,17873.22,3
150,2016-05-30,544.348999,522.9630127,528.4710083,533.8640137,87958704,8330000111.0,0.863364752,193054,1934163.223,7286044,2099.33,17873.22,3
151,2016-05-31,546.617981,520.6619873,534.190979,531.3859863,138450000,8293035755.0,0.867019984,215249,1778686.464,7286044,2105.26,17787.2,3
152,2016-06-01,543.0800171,525.6359863,531.1069946,536.9199829,86061800,8381321200.0,0.867019984,215249,1972575.77,7286044,2099.13,17789.67,3
153,2016-06-02,540.3519897,533.0780029,536.5150146,537.9719849,60378200,8399598923.0,0.867019984,215249,1894573.921,7286044,2109.41,17838.56,3
154,2016-06-03,574.6380005,536.9199829,537.6820068,569.1939697,122020000,8889102698.0,0.832558444,234669,2039808.397,7286044,2112.13,17807.06,3
155,2016-06-04,590.132019,564.2379761,569.7050171,572.7269897,94925296,8945981422.0,0.832558444,234669,1733523.116,7286044,2112.13,17807.06,3
156,2016-06-05,582.8079834,569.1779785,573.3079834,574.9769897,68874096,8983555643.0,0.832558444,234669,2479401.39,7286044,2112.13,17807.06,3
157,2016-06-06,586.4699707,574.6019897,574.6019897,585.5369873,72138896,9151021089.0,0.7054571,221171,2559529.58,7286044,2119.12,17920.33,3
158,2016-06-07,590.2589722,567.5139771,585.4450073,576.5969849,107770000,9013335474.0,0.7054571,221171,2169535.062,7286044,2115.48,17938.28,3
159,2016-06-08,582.8389893,573.1300049,577.1669922,581.6450195,80265800,9094354021.0,0.7054571,221171,2112419.154,7286044,2096.07,18005.05,3
160,2016-06-09,582.2030029,570.9509888,582.2030029,574.6300049,71301000,8987040811.0,0.720621091,236353,2457044.37,7286044,2079.06,17985.19,3
161,2016-06-10,579.1270142,573.3250122,575.8369751,577.4699707,66991900,9033522014.0,0.720621091,236353,2116658.575,7286044,2075.32,17865.34,3
162,2016-06-11,607.1160278,578.6740112,578.6740112,606.7269897,82357000,9493578714.0,0.720621091,236353,2364669.104,7579535,2075.32,17865.34,3
163,2016-06-12,684.8439941,607.0390015,609.684021,672.7839966,277084992,10529624647.0,0.830047534,210711,2439077.775,7579535,2075.32,17865.34,4
164,2016-06-13,716.0040283,664.4869995,671.6539917,704.3759766,243295008,11026918233.0,0.830047534,210711,2830943.5,7579535,2071.5,17732.48,4
165,2016-06-14,704.5040283,662.8040161,704.5040283,685.559021,186694000,10734585656.0,0.830047534,210711,2277298.22,7579535,2077.99,17674.82,4
166,2016-06-15,696.3029785,672.5609741,685.6849976,694.4689941,99223800,10876756116.0,0.917150355,259202,2663305.4,7579535,2071.22,17640.17,4
167,2016-06-16,773.7219849,696.5230103,696.5230103,766.3079834,271633984,12004751236.0,0.917150355,259202,2863856.69,7579535,2083.25,17733.1,4
168,2016-06-17,775.3560181,716.5560303,768.4869995,748.9089966,363320992,11734973407.0,0.917150355,259202,2779037.6,7579535,2088.9,17675.16,4
169,2016-06-18,777.9899902,733.9290161,748.7559814,756.2269897,252718000,11852610450.0,0.867727899,235317,3023654.813,7579535,2088.9,17675.16,4
170,2016-06-19,766.6209717,745.6279907,756.6879883,763.7810059,136184992,11974386667.0,0.867727899,235317,3392968.32,7579535,2088.9,17675.16,4
171,2016-06-20,764.0839844,732.7269897,763.927002,737.2260132,174511008,11561085979.0,0.867727899,235317,3057429.0,7579535,2085.45,17804.87,4
172,2016-06-21,735.8829956,639.0700073,735.8829956,666.6519775,309944000,10456853278.0,0.914910007,248164,2775119.945,7579535,2113.32,17829.73,4
173,2016-06-22,678.6699829,587.4829712,665.914978,596.1160278,266392992,9352374507.0,0.914910007,248164,1909240.0,7579535,2037.41,17780.83,4
174,2016-06-23,629.3270264,558.1389771,597.4429932,623.9769897,253462000,9791649877.0,0.914910007,248164,2193393.94,7579535,2000.54,18011.07,4
175,2016-06-24,681.7269897,625.2719727,625.5750122,665.2990112,224316992,10442233719.0,0.942676705,237625,2182850.426,7579535,2036.09,17400.75,4
176,2016-06-25,691.7310181,646.559021,665.2810059,665.1229858,126656000,10442165051.0,0.942676705,237625,2760622.54,7579535,2036.09,17400.75,4
177,2016-06-26,665.9799805,616.934021,665.9310303,629.3670044,109225000,9883123077.0,0.942676705,237625,2297205.75,7579535,2036.09,17400.75,3
178,2016-06-27,655.2750244,620.5239868,629.348999,655.2750244,122134000,10292371661.0,0.777207469,217029,2391834.817,7579535,2070.77,17140.24,3
179,2016-06-28,659.2479858,637.7730103,658.1019897,647.0009766,138384992,10164806261.0,0.777207469,217029,2418860.27,7579535,2098.86,17409.72,3
180,2016-06-29,644.6820068,628.2839966,644.1220093,639.8900146,142456000,10055423427.0,0.777207469,217029,2340735.09,7579535,2102.95,17694.68,3
181,2016-06-30,675.4030151,636.6079712,640.5910034,673.3369751,138980000,10583527799.0,0.79751048,231960,2633620.986,7579535,2088.55,17929.99,3
182,2016-07-01,686.1539917,669.5939941,672.5150146,676.2960205,134431008,10632674990.0,0.79751048,231960,2649743.25,7579535,2099.73,17949.37,3
183,2016-07-02,703.7020264,676.3989868,676.7340088,703.7020264,112354000,11066171356.0,0.79751048,231960,2625265.08,7579535,2099.73,17949.37,3
184,2016-07-03,704.9680176,649.0089722,704.9680176,658.6640015,129512000,10360455388.0,0.614648812,177127,2740471.376,7579535,2099.73,17949.37,3
185,2016-07-04,683.6619873,650.5079956,658.8040161,683.6619873,92008400,10756225162.0,0.614648812,177127,2555599.5,7835149,2099.73,17949.37,3
